cord_uid,source_x,title,doi,license,abstract,publish_time,authors,journal,url,s2_id,year,abstract_word_count
pjckim93,Medline; PMC,Mesenchymal Stem Cell-Derived Extracellular Vesicle-Based Therapy for Alzheimer’s Disease: Progress and Opportunity,10.3390/membranes11100796,cc-by,"Alzheimer’s disease (AD), as a neurodegenerative disorder, is characterized by mass neuronal and synaptic loss and, currently, there are no successful curative therapies. Extracellular vesicles (EVs) are an emerging approach to intercellular communication via transferring cellular materials such as proteins, lipids, mRNAs, and miRNAs from parental cells to recipient cells, leading to the reprogramming of the molecular machinery. Numerous studies have suggested the therapeutic potential of EVs derived from mesenchymal stem cells (MSCs) in the treatment of AD, based on the neuroprotective, regenerative and immunomodulatory effects as effective as MSCs. In this review, we focus on the biology and function of EVs, the potential of MSC-derived EVs for AD therapy in preclinical and clinical studies, as well as the potent mechanisms of MSC-derived EVs actions. Finally, we highlight the modification strategies and diagnosis utilities in order to make advance in this field.",2021-10-19,"Chen, Yi-An; Lu, Cheng-Hsiu; Ke, Chien-Chih; Liu, Ren-Shyan",Membranes (Basel),https://www.ncbi.nlm.nih.gov/pubmed/34677562/; https://doi.org/10.3390/membranes11100796,239456842.0,2021.0,142
rnd676nx,ArXiv,Face mask detection using convolution neural network,,arxiv,"In the recent times, the Coronaviruses that are a big family of different viruses have become very common, contagious and dangerous to the whole human kind. It spreads human to human by exhaling the infection breath, which leaves droplets of the virus on different surface which is then inhaled by other person and catches the infection too. So it has become very important to protect ourselves and the people around us from this situation. We can take precautions such as social distancing, washing hands every two hours, using sanitizer, maintaining social distance and the most important wearing a mask. Public use of wearing a masks has become very common everywhere in the whole world now. From that the most affected and devastating condition is of India due to its extreme population in small area. This paper proposes a method to detect the face mask is put on or not for offices, or any other work place with a lot of people coming to work. We have used convolutional neural network for the same. The model is trained on a real world dataset and tested with live video streaming with a good accuracy. Further the accuracy of the model with different hyper parameters and multiple people at different distance and location of the frame is done.",2021-06-10,"Shah, Riya Shah Rutva",Unknown,https://arxiv.org/pdf/2106.05728v1.pdf,235390734.0,2021.0,215
yr4espvb,PMC,Bildgebende Diagnostik von Pneumonien,10.1007/s00117-011-2158-2,no-cc,"Pneumonia represents a disease with significant epidemiological, clinical and also economical relevance. Diagnostic imaging is important for detection, differentiation and follow up of pneumonic infiltration. However morphology of pulmonary infiltration is unspecific, even with computed tomography (CT). Therefore determination of the underlying agent with imaging is generally limited and non infectious differential diagnosis has to be considered. Knowledge of special manifestations, distribution patterns and differential diagnoses of pneumonic infiltrations and consideration of clinical aspects is essential to narrow differential diagnosis and spectrum of infectious agents. CT of the chest is particularly important in opportunistic infections and in patients under intensive medical treatment.",2011-04-17,"Beyer, F.; Wormanns, D.",Radiologe,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095865/,,2011.0,102
h9065rs8,WHO,Erupción medicamentosa en paciente infectado por SARS-CoV-2./ [Cutaneous drug eruption in a patient infected with SARS-CoV2],,unk,Unknown,,"Aldea Manrique, B; Ramírez Lluch, M; Sánchez Bernal, J",Semergen,,220471763.0,,1
6509b9c1,Medline; WHO,Tumor-Tissue Expression of the Hyaluronic Acid Receptor RHAMM Predicts Histological Transformation in Follicular Lymphoma Patients,10.3390/cancers14051316,unk,"Histological transformation (HT) remains the leading cause of mortality in follicular lymphoma (FL), underlining the need to identify reliable transformation predictors. The hyaluronic acid receptors CD44 and the receptor for hyaluronan mediated motility (RHAMM, also known as HMMR and CD168), have been shown to be involved in the pathogeneses of both solid tumors and hematological malignancies. In an attempt to improve risk stratification, expression of RHAMM and CD44 were evaluated by immunohistochemistry and digital image analysis in pre-therapeutic tumor-tissue biopsies from FL patients, either without (nt-FL, n = 34), or with (st-FL, n = 31) subsequent transformation, and in paired biopsies from the transformed lymphomas (tFL, n = 31). At the time of initial diagnosis, samples from st-FL patients had a higher expression of RHAMM compared with samples from nt-FL patients (p < 0.001). RHAMM expression further increased in tFL samples following transformation (p < 0.001). Evaluation of CD44 expression showed no differences in expression comparing nt-FL, st-FL, and tFL samples. Shorter transformation-free survival was associated with high tumoral and intrafollicular RHAMM expression, as well as with low intrafollicular CD44 expression (p = 0.002, p < 0.001, and p = 0.034, respectively). Our data suggest that high tumor-tissue RHAMM expression predicts the risk of shorter transformation-free survival in FL patients already at initial diagnosis.",,"Enemark, Marie Beck; Hybel, Trine Engelbrecht; Madsen, Charlotte; Lauridsen, Kristina Lystlund; Honoré, Bent; Plesner, Trine Lindhardt; Hamilton-Dutoit, Stephen; d'Amore, Francesco; Ludvigsen, Maja",Cancers,https://www.ncbi.nlm.nih.gov/pubmed/35267625/; https://doi.org/10.3390/cancers14051316,247306496.0,,214
lez3cq0x,Medline; WHO,"Compassionate, collective or transformational nursing leadership to ensure fundamentals of care are achieved: A new challenge or non-sequitur?",10.1111/jan.15202,unk,"AIMS: This discursive paper draws on three key leadership theories with the aim of outlining how styles of leadership impact the provision of fundamentals of care. DESIGN: Discussion paper. DATA SOURCES: key leadership theories, leadership and fundamentals of care literature. IMPLICATIONS FOR NURSING: The conceptualization of fundamentals of care is viewed through the lens of nursing leadership, and collective, compassionate and transformational leadership theory. The cognitive dissonance that nursing leaders encounter when trying to reconcile organizational, patient and nurses' needs is considered, and the pressure to deliver high-quality fundamentals of care presents a challenge to nurse leaders. CONCLUSION: Leaders must align nursing and patient outcome data to drive forward and prioritize fundamental care. Focusing on key elements of relational leadership styles will ensure a workforce fit to provide fundamental care, which in the current climate must be an organizational and global nursing priority. IMPACT: This discussion attempts to draw together overlapping leadership theories, emphasizes the importance of relational leadership in ensuring the provision of the fundamentals of care and acknowledged the impact of the COVID-19 pandemic on nurses and nursing care, with leadership implications outlined, such as a need for role-modelling, understanding shared values and giving nurses a voice. It will have an impact on nurse leaders, but also on those nurses providing direct care by issuing a challenge for them to confront their own nurse leaders, and to ask that they better resolve competing needs of both the nursing workforce and patients.",,"Pattison, Natalie; Corser, Rachael",J. adv. nurs,https://doi.org/10.1111/jan.15202; https://www.ncbi.nlm.nih.gov/pubmed/35301739/,247520557.0,,243
4s0vxclo,WHO,Of intelligence oversight and the challenge of surveillance corporatism,,unk,Unknown,,"Gill, Peter",Intelligence and National Security,,225679002.0,,1
djyd1bbd,Medline; PMC,Pathogenicity and immunogenicity of attenuated porcine epidemic diarrhea virus PC22A strain in conventional weaned pigs,10.1186/s12917-018-1756-x,cc-by,"BACKGROUND: Porcine epidemic diarrhea virus (PEDV) causes diarrhea in all ages of pigs with 50–100% mortality rates in neonatal piglets. In the United States, inactivated and subunit PEDV vaccines for pregnant sows are available, but fail to induce sufficient protection in neonatal piglets farrowed from PEDV naïve sows. A safe and efficacious live attenuated vaccine that can prime mucosal immune responses is urgently needed. In this study, we evaluated the safety and efficacy of two attenuated PEDV vaccine candidates, the emerging non-S INDEL PEDV strain PC22A at the 100th cell culture passage level - Clone no. 4 (P100C4) and at the 120th passage level (P120), in weaned pigs. RESULTS: Four groups of 40-day-old weaned pigs were inoculated orally with PEDV PC22A-P3 (virulent), -P100C4, -P120, and mock, respectively, and challenged with the P3 virus at 24 days post-inoculation (dpi). After inoculation, P3 caused diarrhea in all pigs with a high level of fecal viral RNA shedding. P100C4 and P120 did not cause diarrhea in pigs, although viral RNA was detected in feces of all pigs, except for one P100C4-inoculated pig. Compared with the P120 group, P3- and P100C4-inoculated pigs had higher serum PEDV-specific IgG and viral neutralizing (VN) antibody (Ab) titers at 14 dpi. After the challenge, no pigs in the P3 group but all pigs in the P100C4, P120, and mock groups had diarrhea. Compared with the P120 group, pigs in the P100C4 group had a more rapid decline in fecal PEDV RNA shedding titers, higher titers of serum PEDV-specific IgG, IgA, and VN Abs, and higher numbers of intestinal IgA Ab-secreting cells. CONCLUSIONS: PEDV PC22A P100C4 and P120 were fully attenuated in weaned pigs but failed to elicit protection against virulent P3 challenge. P100C4 induced higher PEDV-specific antibody responses than P120 post inoculation resulting in a greater anamnestic response post challenge. Therefore, P100C4 potentially could be tested as a priming vaccine or be further modified using reverse genetics. It also can be administered in multiple doses or be combined with inactivated or subunit vaccines and adjuvants as a PEDV vaccination regimen, whose efficacy can be tested in the future. ELECTRONIC SUPPLEMENTARY MATERIAL: The online version of this article (10.1186/s12917-018-1756-x) contains supplementary material, which is available to authorized users.",2019-01-11,"Lin, Chun-Ming; Ghimire, Shristi; Hou, Yixuan; Boley, Patricia; Langel, Stephanie N.; Vlasova, Anastasia N.; Saif, Linda J.; Wang, Qiuhong",BMC Vet Res,https://doi.org/10.1186/s12917-018-1756-x; https://www.ncbi.nlm.nih.gov/pubmed/30634958/,58011549.0,2019.0,369
88t6ygmb,WHO,Patients With A High-Risk Common Type COVID-19 Pneumonia May Be the Optimal Time for Methylprednisolone Therapy: A Retrospective Cohort Study,10.2139/ssrn.3810044,unk,"Background: The optimal timing of corticosteroid treatment for coronavirus disease 2019(COVID-19) pneumonia is uncertain. We evaluated the clinical outcomes of methylprednisolone therapy (MPT) for patients with a high-risk common type(HRCT) COVID-19 pneumonia. Methods: We conducted a multi-centre retrospective cohort study in northeast China. A comparison was performed between the standard treatment (SDT) group and the SDT+MPT group to determine the efficacy of methylprednisolone in treating HRCT COVID-19 pneumonia. Results: We collected the medical records of 403 patients with HRCT COVID-19 pneumonia (127 in the SDT+MPT group and 276 in the SDT group). None of the patients had received mechanical ventilation or died. Further, there had been no side-effects associated with of MPT. Patients in the SDT+MPT group treated with methylprednisolone received an intravenous injection for a median interval of five days (interquartile range of three to seven days). The trends in lymphocyte count, C-reactive protein, interleukin 6, lactic acid dehydrogenase, respiratory rate, SpO2, PaO2, D-dimer and body temperature were similar between the SDT+MPT and SDT groups. The results for the SDT+MPT group seems to be faster improved than the SDT group;however, the results were not statistically significant. Clinical outcomes revealed that the average hospitalisation days and the rate of progression to severe type COVID-19 pneumonia in both the SDT+MPT group and the SDT group were present in 14.56±0.57days vs 16.55±0.3days(p=0.0009) and 21.26%(27/127) vs 32.4%(89/276)(p=0.0254), respectively. The 16-day nucleic acid negative rate was higher in the SDT+MPT group than the SDT group, 81.73% (104/127) vs 65.27% (180/276) (p = 0.0014). Conclusions: MPT effectively prevents patients with HRCT COVID-19 pneumonia from progressing to the severe stage. Therefore, patients with HRCT may be the optimal timing for MPT.Funding Statement: 1.The National Key Laboratory of Sponsored by Open Project of State Key Laboratory of Respiratory Disease (Project Funding Number：SKLRD-OP-201902)” 2.The National Key Laboratory of Urban Water Resources and Water Environment Full Funds. (Project Funding Number：ESK201602.)Declaration of Interests: We have not any conflict of interests to declare.Ethics Approval Statement: Ethical approval by the institutional ethics board of the Qun'li branch of the First Affiliated Hospital of Harbin Medical University and Kang'an Hospital of Mudanjiang was obtained for the analysis and summary of clinical data from COVID-19-infected inpatients.",,"Liu, Lei Zeng Xi-Qiu Che Chun-Li Li Jian-Jun Yang Wei-Yan Gong Wen-Yan Qu Hang Liu Bin He Zhi-Zhong Zhang He-Yi Zhang Wei",Unknown,https://doi.org/10.2139/ssrn.3810044,234879907.0,,362
kgaopn7m,Medline; PMC,Invaplex functions as an intranasal adjuvant for subunit and DNA vaccines co-delivered in the nasal cavity of nonhuman primates,10.1016/j.jvacx.2021.100105,cc-by-nc-nd,"Development of intranasal vaccines for HIV-1 and other mucosal pathogens has been hampered by the lack of adjuvants that can be given safely to humans. We have found that an intranasal Shigella vaccine (Invaplex) which is well tolerated in humans can also function as an adjuvant for intranasal protein and DNA vaccines in mice. To determine whether Invaplex could potentially adjuvant similar vaccines in humans, we simultaneously administered a simian immunodeficiency virus (SIV) envelope (Env) protein and DNA encoding simian-human immunodeficiency virus (SHIV) with or without Invaplex in the nasal cavity of female rhesus macaques. Animals were intranasally boosted with adenoviral vectors expressing SIV env or gag,pol to evaluate memory responses. Anti-SIV antibodies in sera and nasal, genital tract and rectal secretions were quantitated by ELISA. Intracellular cytokine staining was used to measure Th1-type T cells in blood. Macaques given DNA/protein immunizations with 0.5 mg Invaplex developed greater serum IgG, nasal IgA and cervicovaginal IgA responses to SIV Env and SHIV Gag,Pol proteins when compared to non-adjuvanted controls. Rectal IgA responses to Env were only briefly elevated and not observed to Gag,Pol. Invaplex increased frequencies of IFNγ-producing CD4 and CD8 T cells to the Env protein, but not T cell responses induced by the DNA. Ad-SIV boosting increased Env-specific polyfunctional T cells and Env- and Gag,Pol-specific antibodies in serum and all secretions. The data suggest that Invaplex could be highly effective as an adjuvant for intranasal protein vaccines in humans, especially those intended to prevent infections in the genital or respiratory tract.",2021-06-24,"Camp, Jeremy V.; Wilson, Robert L.; Singletary, Morgan; Blanchard, James L.; Aldovini, Anna; Kaminski, Robert W.; Oaks, Edwin V.; Kozlowski, Pamela A.",Vaccine X,https://doi.org/10.1016/j.jvacx.2021.100105; https://www.ncbi.nlm.nih.gov/pubmed/34258576/,235811263.0,2021.0,252
y3rs9lu1,MedRxiv,Giving patients a voice within healthcare reform: the qualitative VOICE study,10.1101/2021.05.11.21256986,medrxiv,"Background: Inclusion of patients in healthcare service and system planning is an increasingly important tool to improve healthcare systems worldwide. In 2012, a focused healthcare reform was initiated in Austria to strengthen the primary care sector. Objectives: The aim of this study was to assess the perceptions, desires and needs of patients in terms of primary care as a necessary building block of the Austrian healthcare reform. Methods: This study was designed as an exploratory qualitative study using semi-structured interviews between the years 2013 and 2018. Research questions focused on patients positive and negative experiences with regard to GP consultations and the overall primary care system, as well as desires for improvement. Qualitative content analysis by Mayring was used to analyze the material. Results: Altogether, 41 interviews were conducted with seven main-categories identified. These categories include coordination and time management around consultation, human and professional aspects of consultation including coordination of care, access and availability including opening hours, infrastructure and hygiene of the waiting room, personnel, and overarching healthcare system factors. Conclusion: This study demonstrates the importance of bringing the patients voice into ongoing healthcare reform. Without appreciating and responding to patients perceptions and needs, healthcare reform in Austria might be challenged to improve in areas such as time, coordination and navigation. Successful health care reform necessitates the inclusion of the patient voice.",2021-05-12,"Hoffmann, K.; Rumpler, N.; George, A.; Boeckxstaens, P.",Unknown,http://medrxiv.org/cgi/content/short/2021.05.11.21256986v1?rss=1,234467573.0,2021.0,223
5lxprxq4,WHO,Predictors of households at risk for food insecurity in the United States during the COVID-19 pandemic. (Special Issue: Maternal and child nutrition in sub-Saharan Africa.),,unk,Objective: To examine associations between sociodemographic and mental health characteristics with household risk for food insecurity during the COVID-19 outbreak. Design: Cross-sectional online survey analysed using univariable tests and a multivariable logistic regression model. Setting: The United States during the week of 30 March 2020. Participants: A convenience sample of 1965 American adults using Amazon's Mechanical Turk platform. Participants reporting household food insecurity prior to the pandemic were excluded from analyses.,,"Lauren, B. N.; Silver, E. R.; Faye, A. S.; Rogers, A. M.; Woo-Baidal, J. A.; Ozanne, E. M.; Hur, Chin",Public Health Nutrition,,231753724.0,,71
df7xt1yh,WHO,Teleophthalmology and COVID-19: the patient perspective,,unk,"Oculoplastic services at a UK district general hospital underwent reconfiguration to incorporate teleconsultations during the COVID-19 pandemic, and patient satisfaction was assessed Methods All oculoplastic patients at Maidstone Hospital underwent telephone or video consultations in place of face-to-face reviews Patient feedback surveys were conducted Results 80 telephone and 40 video consultation responses were analysed The majority of teleconsultations lasted 6-10 minutes 55% of telephone and 82 5% of video consultation patients felt face-to-face reviews would not have changed the appointment outcome Satisfaction scores of 10/10 were given by 71 3% of telephone and 72 5% of video consultation patients Correlation between age and preference of consultation type was observed, with 62 5% of patients aged &gt;65 years requesting regular face-to-face reviews compared to only 18 8% of 25-64-year-olds Conclusion Patients highly support teleconsultation adaptations This is an opportunity to incorporate and enhance teleconsultation facilities to meet current and future demand, especially with ongoing social distancing guidelines",,"Golash, V.; Athwal, S.; Khandwala, M.",Future Healthcare Journal,,232483009.0,,156
ryrzmr4d,PMC,SmartMedChain: A Blockchain-Based Privacy-Preserving Smart Healthcare Framework,10.1155/2021/4145512,cc-by,"Nowadays, the adoption of Internet of Things (IoT) technology worldwide is accelerating the digital transformation of healthcare industry. In this context, smart healthcare (s-healthcare) solutions are ensuring better and innovative opportunities for healthcare providers to improve patients' care. However, these solutions raise also new challenges in terms of security and privacy due to the diversity of stakeholders, the centralized data management, and the resulting lack of trustworthiness, accountability, and control. In this paper, we propose an end-to-end Blockchain-based and privacy-preserving framework called SmartMedChain for data sharing in s-healthcare environment. The Blockchain is built on Hyperledger Fabric and stores encrypted health data by using the InterPlanetary File System (IPFS), a distributed data storage solution with high resiliency and scalability. Indeed, compared to other propositions and based on the concept of smart contracts, our solution combines both data access control and data usage auditing measures for both Medical IoT data and Electronic Health Records (EHRs) generated by s-healthcare services. In addition, s-healthcare stakeholders can be held accountable by introducing an innovative Privacy Agreement Management scheme that monitors the execution of the service in respect of patient preferences and in accordance with relevant privacy laws. Security analysis and experimental results show that the proposed SmartMedChain is feasible and efficient for s-healthcare environments.",2021-11-05,"El Majdoubi, Driss; El Bakkali, Hanan; Sadki, Souad",J Healthc Eng,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8589497/,,2021.0,209
vwtn9awy,Medline; PMC,"Public attitudes towards immigration, news and social media exposure, and political attitudes from a cross-cultural perspective: Data from seven European countries, the United States, and Colombia",10.1016/j.dib.2021.107548,cc-by,"The data presented in this article provide the opportunity to comparatively analyse anti-immigrant and anti-refugee attitudes, news and social media consumption, and political attitudes (e.g., social dominance orientation, right-wing authoritarianism) of the adult population in seven European countries (Austria, Belgium, Germany, Hungary, Italy, Spain, Sweden), the United States, and Colombia in 2021 (N = 13,645). These countries were selected for their variety in national characteristics: coastal and non-coastal border countries, large and small economies, countries with major and minor political influence, and countries with varying degrees of popularity as asylum-seeker destinations. We conducted an online survey which – amongst others – included questions on socio-demographic characteristics, attitudinal indicators, and information on news and social media consumption. These data can be of interest for migration researchers and/or media scholars who want to explore (comparative) dynamics of outgroup attitudes, threat perceptions, and/or news and social media consumption, and for policy makers who seek to influence public attitudes towards immigration and migrants.",2021-11-07,"De Coninck, David; Duque, Maria; Schwartz, Seth J.; d'Haenens, Leen",Data Brief,https://www.ncbi.nlm.nih.gov/pubmed/34820492/; https://doi.org/10.1016/j.dib.2021.107548,243852771.0,2021.0,159
r90vgbzl,WHO,New Ways to Support the Recruitment of International Medical Graduates During the Pandemic,,unk,Unknown,,"Khan, Manal; Madaan, Vishal",Acad Med,,233349491.0,,1
3uo1oz73,PMC,The role of cytokines in infectious sinusitis and nasal polyposis,10.1111/j.1398-9995.1998.tb03767.x,no-cc,Unknown,2007-04-29,"Bachert, C.; Wagenmann, M.; Rudack, C.; Höpken, K.; Hiltebrandt, M.; Wang, D.; van Cauwenberge, P.",Allergy,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7159491/,,2007.0,1
q53z4a44,WHO,PW-I for all? Not yet,,unk,Unknown,,"Smith, A",Br Dent J,,232217231.0,,1
843bpwg7,WHO,"SRAG por COVID-19 no Brasil: descrição e comparação de características demográficas e comorbidades com SRAG por influenza e com a população geral/ IRAG por COVID-19 en Brasil: descripción y comparación de características demográficas y comorbilidades con el IRAG por influenza y con la población general/ Description and comparison of demographic characteristics and comorbidities in SARI from COVID-19, SARI from influenza, and the Brazilian general population",,unk,"O presente estudo tem o objetivo de descrever os pacientes hospitalizados por síndrome respiratória aguda grave (SRAG) em decorrência da COVID-19 (SRAG-COVID), no Brasil, quanto às suas características demográficas e comorbidades até a 21ª Semana Epidemiológica de 2020. Buscou-se comparar essas características com as dos hospitalizados por SRAG em decorrência da influenza em 2019/2020 (SRAG-FLU) e com a população geral brasileira. As frequências relativas das características demográficas, comorbidades e de gestantes/puérperas entre os pacientes hospitalizados por SRAG-COVID e SRAG-FLU foram obtidas por meio do Sistema de Informação de Vigilância Epidemiológica da Gripe (SIVEP-Gripe), e as estimativas para a população geral brasileira foram obtidas por meio de projeções populacionais realizadas pelo Instituto Brasileiro de Geografia e Estatística, dados do Sistema de Informações sobre Nascidos Vivos e de pesquisas de âmbito nacional. Entre os hospitalizados por SRAG-COVID, observou-se uma elevada proporção, em relação ao perfil da população geral brasileira, de indivíduos do sexo masculino, idosos ou com 40 a 59 anos, com comorbidades (diabetes mellitus, doença cardiovascular, doença renal crônica e pneumopatias crônicas) e de gestantes/puérperas. Já entre os hospitalizados por SRAG-FLU, observou-se prevalências superiores às populacionais de indivíduos de 0 a 4 anos de idade ou idosos, de raça ou cor branca, com comorbidades (diabetes mellitus, doença renal crônica, asma e outras pneumopatias crônicas) e de gestantes/puérperas. Esses grupos podem estar evoluindo para casos mais graves da doença, de forma que estudos longitudinais na área são de extrema relevância para investigar esta hipótese e melhor subsidiar políticas públicas de saúde.",,"Niquini, Roberta Pereira; Lana, Raquel Martins; Pacheco, Antonio Guilherme; Cruz, Oswaldo Gonçalves; Coelho, Flávio Codeço; Carvalho, Luiz Max; Villela, Daniel Antunes Maciel; Gomes, Marcelo Ferreira da Costa; Bastos, Leonardo Soares",Cad. Saúde Pública (Online),,220853516.0,,249
e5x3ywpt,WHO,Isaiah 52:1–7,,unk,The article presents the discussion on the issue of Interpretation focusing on preaching Topics include Isaiah offering in the midst of imminent return as the longing for Zion;prophet assuring the community of God's steadfastness and faithfulness;and focusing on the novel COVID-19 pandemic forcing congregations for reexamining identity and calling apart from church buildings,,"George Drumheller, Claire",Interpretation: A Journal of Bible &amp; Theology,,232093364.0,,53
g4u3s5ah,Medline; WHO,Scottish Cardiac Society,10.1177/0036933020986069,unk,Unknown,,,Scott Med J,https://doi.org/10.1177/0036933020986069; https://www.ncbi.nlm.nih.gov/pubmed/34328042/,236515192.0,,1
5duhta30,Medline; PMC,Severe Acute Respiratory Syndrome Coronavirus 2 Spike Protein Based Novel Epitopes Induce Potent Immune Responses in vivo and Inhibit Viral Replication in vitro,10.3389/fimmu.2021.613045,cc-by,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) initiates infection by attachment of the surface-exposed spike glycoprotein to the host cell receptors. The spike glycoprotein (S) is a promising target for inducing immune responses and providing protection; thus the ongoing efforts for the SARS-CoV-2 vaccine and therapeutic developments are mostly spiraling around S glycoprotein. The matured functional spike glycoprotein is presented on the virion surface as trimers, which contain two subunits, such as S1 (virus attachment) and S2 (virus fusion). The S1 subunit harbors the N-terminal domain (NTD) and the receptor-binding domain (RBD). The RBD is responsible for binding to host-cellular receptor angiotensin-converting enzyme 2 (ACE2). The NTD and RBD of S1, and the S2 of S glycoprotein are the major structural moieties to design and develop spike-based vaccine candidates and therapeutics. Here, we have identified three novel epitopes (20-amino acid peptides) in the regions NTD, RBD, and S2 domains, respectively, by structural and immunoinformatic analysis. We have shown as a proof of principle in the murine model, the potential role of these novel epitopes in-inducing humoral and cellular immune responses. Further analysis has shown that RBD and S2 directed epitopes were able to efficiently inhibit the replication of SARS-CoV-2 wild-type virus in vitro suggesting their role as virus entry inhibitors. Structural analysis revealed that S2-epitope is a part of the heptad repeat 2 (HR2) domain which might have plausible inhibitory effects on virus fusion. Taken together, this study discovered novel epitopes that might have important implications in the development of potential SARS-CoV-2 spike-based vaccine and therapeutics.",2021-03-26,"Vishwakarma, Preeti; Yadav, Naveen; Rizvi, Zaigham Abbas; Khan, Naseem Ahmed; Chiranjivi, Adarsh Kumar; Mani, Shailendra; Bansal, Manish; Dwivedi, Prabhanjan; Shrivastava, Tripti; Kumar, Rajesh; Awasthi, Amit; Ahmed, Shubbir; Samal, Sweety",Front Immunol,https://doi.org/10.3389/fimmu.2021.613045; https://www.ncbi.nlm.nih.gov/pubmed/33841395/,232358545.0,2021.0,256
6gc8dy27,Medline; PMC,Factors Influencing Mental Health Among Chinese Medical and Non-medical Students in the Early Stage of the COVID-19 Pandemic,10.3389/fpubh.2021.603331,cc-by,"Background: The 2019 coronavirus disease (COVID-19) pandemic is a public health emergency of international concern. This study aimed to assess the psychological outcomes and their influencing factors among medical and non-medical University students during the COVID-19 pandemic in China. Methods: A cross-sectional online survey using structured questionnaires was conducted from February 20 to March 20, 2020. Psychological outcomes were assessed according to the Depression, Anxiety, and Stress Scale (DASS-21). Influencing factors were assessed by COVID-19 knowledge, mindful coping scale, and sense of control scale. Results: Our sample is comprised of 563 University students (male = 172, mean age = 21.52). Among them, 382 are medical students. Among the participants, 12.26, 18.47, and 8.53% have moderate to severe levels of depression, anxiety, and stress symptoms, respectively. Compared with the non-medical students, the medical students had a higher knowledge level of COVID-19, a higher sense of awareness, and fewer mental health symptoms. After controlling the covariance, perceived constraints of sense of control were negatively associated with depression, anxiety, and stress among both medical and non-medical students. Prevention of negative emotions by mindful coping was negatively associated with depression and anxiety among non-medical students. Knowledge of COVID-19 is not associated with mental distress among medical and non-medical students. Conclusions: During the COVID-19 pandemic in China, the mental health of University students was affected. Our findings suggested that a sense of control is a protective factor for both medical and non-medical students, while mindful coping is a protective factor for only non-medical students.",2021-05-20,"Xiong, Peng; Ming, Wai-kit; Zhang, Caiyun; Bai, Jian; Luo, Chaohua; Cao, Wenyuan; Zhang, Fan; Tao, Qian",Front Public Health,https://doi.org/10.3389/fpubh.2021.603331; https://www.ncbi.nlm.nih.gov/pubmed/34095044/,234786189.0,2021.0,249
a7w3el5w,Medline; PMC,Do underlying cardiovascular diseases have any impact on hospitalised patients with COVID-19?,10.1136/heartjnl-2020-316909,no-cc,"OBJECTIVES: An outbreak of the highly contagious severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has sickened thousands of people in China. The purpose of this study was to explore the early clinical characteristics of COVID-19 patients with cardiovascular disease (CVD). METHODS: This is a retrospective analysis of patients with COVID-19 from a single centre. All patients underwent real-time reverse transcription PCR for SARS-CoV-2 on admission. Demographic and clinical factors and laboratory data were reviewed and collected to evaluate for significant associations. RESULTS: The study included 541 patients with COVID-19. A total of 144 (26.6%) patients had a history of CVD. The mortality of patients with CVD reached 22.2%, which was higher than that of the overall population of this study (9.8%). Patients with CVD were also more likely to develop liver function abnormality, elevated blood creatinine and lactic dehydrogenase (p<0.05). Symptoms of sputum production were more common in patients with CVD (p=0.026). Lymphocytes, haemoglobin and albumin below the normal range were pervasive in the CVD group (p<0.05). The proportion of critically ill patients in the CVD group (27.8%) was significantly higher than that in the non-CVD group (8.8%). Multivariable logistic regression analysis revealed that CVD (OR: 2.735 (95% CI 1.495 to 5.003), p=0.001) was associated with critical COVID-19 condition, while patients with coronary heart disease were less likely to reach recovery standards (OR: 0.331 (95% CI 0.125 to 0.880), p=0.027). CONCLUSIONS: Considering the high prevalence of CVD, a thorough CVD assessment at diagnosis and early intervention are recommended in COVID-19 patients with CVD. Patients with CVD are more vulnerable to deterioration.",2020-05-25,"Zhang, Jixiang; Lu, Shimin; Wang, Xiaoli; Jia, Xuemei; Li, Jiao; Lei, Hongbo; Liu, Zhengru; Liao, Fei; Ji, Mengyao; Lv, Xiaoguang; Kang, Jian; Tian, Shan; Ma, Jingjing; Wu, Dandan; Gong, Yang; Xu, Yu; Dong, Weiguo",Heart,https://www.ncbi.nlm.nih.gov/pubmed/32451362/; https://doi.org/10.1136/heartjnl-2020-316909,218894974.0,2020.0,261
